fund_id,denominacao_social,classe_anbima_raw,nivel1,nivel2_acoes
57790865000116,ASA STRATEGY AÇÕES TESLA CLASSE DE  INVESTIMENTO EM AÇÕES - RESP LIMITADA,Ações Invest. no Exterior,Ações,Internacional
57791034000169,VISTA PREV PLUS MASTER FIFE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,Previdência Multimercado Livre,Multimercado,
57791060000197,ASA STRATEGY AÇÕES WALMART CLASSE DE  INVESTIMENTO EM AÇÕES - RESP  LIMITADA,Ações Invest. no Exterior,Ações,Internacional
57791787000174,SAFRA INFRA RENDA FIXA ATIVO MASTER FIF INV EM INFRAESTRUTURA CI EM INFRA RF LP RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57792986000105,SPX RAPTOR 90 ASA FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA,Multimercados Invest. no Exterior,Multimercado,
57793442000150,MANAGER ABSOLUTE HIDRA CDI PLUS X FIF INV EM INFRA CIC DE INV EM INFRA RF LONGO PRAZO RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57794594000177,BTG HAPVIDA CAIXA LIVRE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57794598000155,LIFE V INFLATION EQUITIES FIC DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA,Multimercados Livre,Multimercado,
57795472000103,BRÉSCIA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Multimercados Livre,Multimercado,
57796012000191,TUCUNARÉ FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57807928000108,BLUE CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO RESP. ILIMITADA,Multimercados Livre,Multimercado,
57809185000105,AUGME SMART FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57812805000157,SUNO LONGO HORIZONTE FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES,Fechados de Ações,Ações,Ativo
57813069000151,MATCH POINT BRASIL FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57813236000164,GRIT SELEÇÃO SPECIAL SITUATIONS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,Multimercados Invest. no Exterior,Multimercado,
57813684000168,OCCAM FIF RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA CDI 30 CREDITO PRIVADO RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57813902000164,G5 FERRETTI II FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO,Multimercados Invest. no Exterior,Multimercado,
57815131000144,A1 HIGH GRADE POS FIXADO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRED PRIV RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57823778000118,ITAÚ SOLUTIONS SOBERANO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Soberano,Renda Fixa,
57823798000199,CAIXA PREVINVEST NTN-B 2028 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA - RESPONSABILIDADE LIMITADA,Previdência RF Duração Livre Soberano,Ações,Ativo
57829025000110,IBIUNA RF ATIVO INST MASTER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Soberano,Renda Fixa,
57829732000106,SAFRA INFRA RENDA FIXA ATIVO FIF INVEST EM INFRA CIC DE INV EM INFRA RF LONGO PRAZO RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57830033000186,ZM43 FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO,Multimercados Livre,Multimercado,
57831012000185,MANAGER SPX SEAHAWK DEBÊNT INCENT D45 FIF INVEST EM INFRA CIC DE INVEST EM INFRA RF LP RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57831696000115,DW CRÉDITOS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,Multimercados Invest. no Exterior,Multimercado,
57831827000164,SAFRA PREV SOBERANO EXCLUSIVE FIF PREVIDENCIÁRIO CLASSE DE INV RENDA FIXA PREV RESP LIMITADA,Previdência RF Duração Livre Grau de Inv,Ações,Ativo
57832914000136,A1 HIGH GRADE PÓS FIXADO FEEDER 2 FIF DA CIC RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57833811000190,PROSPERIDADE UNIQUE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57834063000160,ICATU VANGUARDA PVT CDI FIF CLASSE DE INVESTIMENTO INCENTIVADO EM INFRA RF - RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57838316000174,SCOPO GLOBAL EQUITIES FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Livre,Multimercado,
57839927000137,SCOPO CRÉDITO HIGH GRADE FUNDO DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO,Multimercados Livre,Multimercado,
57840524000108,VISTA MACRO ABSOLUTO A FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Invest. no Exterior,Multimercado,
57840764000102,SCOPO TÍTULOS PÚBLICOS FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERC,Multimercados Livre,Multimercado,
57842417000119,SCOPO EQUITIES FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Livre,Multimercado,
57842835000106,FUNDO DE INVESTIMENTO FINANCEIRO - CIC RENDA FIXA INCENTIVADO DE INV EM INFRAESTRUTURA GOLDEN MAYA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57844309000185,CAIXA FG BNDES SEBRAE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Grau de Invest.,Renda Fixa,
57846785000135,FUNDO DE INVESTIMENTO FINANCEIRO - CIC RENDA FIXA INCENTIVADO DE INV EM INFRAESTRUTURA ROVIGO II,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57850204000139,SAFRA VITESSE PLUS XP SEG PREV FIF PREVIDENCIÁRIO CIC RF CRÉDITO  PRIVADO PREV RESP LIMITADA,Previdência RF Duração Livre Crédito Liv,Ações,Ativo
57879318000101,CAIXA PREVINVEST NTN-B 2030 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA - RESPONSABILIDADE LIMITADA,Previdência RF Duração Livre Soberano,Ações,Ativo
57879457000135,7 INVEST CAPITAL FI EM COTAS DE FUNDOS DE  INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO RESP LIMITADA,Multimercados Livre,Multimercado,
57879610000124,BTG PACTUAL SMART OPPORTUNITIES FUNDO DE INVESTIMENTO FINANCEIRO,Multimercados Estrat. Específica,Multimercado,
57879699000129,LGCY CCV FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,Multimercados Invest. no Exterior,Multimercado,
57880575000163,BOJI FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,Multimercados Invest. no Exterior,Multimercado,
57883015000162,SUNSHINE EQUITY FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Multimercados Invest. no Exterior,Multimercado,
57883031000155,SZS 5 KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57883567000170,MMXX KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RENDA FIXA CRED PRIV RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57884228000109,PLURAL CRÉDITO CORPORATIVO PREVIDENCIÁRIO FIFE FIF RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,Previdência RF Duração Livre Crédito Liv,Ações,Ativo
57886546000109,DIRECT PLGN FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,Multimercados Invest. no Exterior,Multimercado,
57888155000123,JGP EQUINOX FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA,Multimercados Livre,Multimercado,
57888197000164,OCEANA SARAHPREV SÃO LUÍS FIC DE FIF EM AÇÕES - RESPONSABILIDADE LIMITADA,Ações Índice Ativo,Ações,Índice
57890176000183,RUBI 2 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Multimercados Invest. no Exterior,Multimercado,
57897771000140,UJAY QUANTAMENTAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES,Ações Invest. no Exterior,Ações,Internacional
57897828000101,PIRAQUARA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO,Renda Fixa Invest. no Exterior,Renda Fixa,
57900951000134,GG CORP FUNDO DE  INVESTIMENTO MULTIMERCADO,Multimercados Livre,Multimercado,
57903183000172,WE CRÉDITO III PJ FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,Multimercados Invest. no Exterior,Multimercado,
57904489000143,FUNDO DE INVESTIMENTO FINANCEIRO - CIC RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRA RAVENALA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57904523000180,FUNDO DE INVESTIMENTO FINANCEIRO - CIC RENDA FIXA INCENTIVADO DE INV EM INFRAESTRUTURA AMARALINA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57905649000179,DAHLIA EQUITY HEDGE MASTER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA,Multimercados Livre,Multimercado,
57906153000110,DAHLIA EQUITY HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA,Multimercados Livre,Multimercado,
57907705000104,VENETO REAL RATES FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57908724000155,WRIGHT IMPACTO III FIF MULT CRED PRIV INVESTIMENTO SUSTENTÁVEL - RESPONSABILIDADE LIMITADA,Multimercados Invest. no Exterior,Multimercado,
57913754000150,FS BIO FUNDO DE INVESTIMENTO EM RENDA FIXA CRÉDITO PRIVADO,Renda Fixa Invest. no Exterior,Renda Fixa,
57916349000195,GUATAMBU FIF - CIC RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57917961000182,ARVR ALTERNATIVOS ITAÚ FIF MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,Multimercados Invest. no Exterior,Multimercado,
57922476000105,ITAÚ PRIVATE POLARIS SPECIAL OPPS II NEI FIF DA CLASSE DE INVESTIMENTO EM COTAS MULT RESP LIMITADA,Multimercados Invest. no Exterior,Multimercado,
57922672000171,MORADA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA,Ações Livre,Ações,Ativo
57925362000100,RAMBO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Multimercados Invest. no Exterior,Multimercado,
57926049000197,DOM DEBÊNTURES INCENTIVADAS CLASSE INCENTIVADA DE INVESTIMENTO EM INFRA RF CP - RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57935598000128,MACANAN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,,Outros,
57939856000144,REAG REFERENCIADO ZERAGEM FUNDO DE INVESTIMENTO RENDA FIXA,Renda Fixa Duração Baixa Soberano,Renda Fixa,
57941469000142,MONTE AZUL FUNDO DE INVESTIMENTO FINANCEIRO,Multimercados Invest. no Exterior,Multimercado,
57941538000118,YELLOWSTONE FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES,Ações Invest. no Exterior,Ações,Internacional
57942829000120,ASA CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA- RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57944304000124,BRAD ABSOLUTE PACE FIC DE FIF MULTIMERCADO FIE II - RESPONSABILIDADE LIMITADA,Multimercados Livre,Multimercado,
57952464000115,BOCAINA INCENTIVADAS FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57955368000120,DAYCOVAL TESOURARIA FUNDO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA CP - RESP LIMTADA,Renda Fixa Duração Livre Grau de Invest.,Renda Fixa,
57964999000106,ITAÚ FLEXPREV SPECIAL PRIVILÈGE FIF DA CIC RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,Previdência RF Duração Baixa Grau de Inv,Ações,Ativo
57966847000142,TULITA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF  CRÉD PRIV RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57966896000185,WESTERN ASSET BDR HEDGE CLASSE DE INVESTIMENTO EM ACOES - RESPONSABILIDADE LIMITADA,Ações Livre,Ações,Ativo
57967324000110,KINEA TLS III FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,Multimercados Macro,Multimercado,
57967401000132,JACARANDÁ FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57967789000171,VP ROOT FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Invest. no Exterior,Multimercado,
57975394000110,GENOA CAPITAL SIGNAL A FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA,Multimercados Invest. no Exterior,Multimercado,
57976053000160,M EMERGING MARKETS DEBT OPPORTUNITIES CLASSE DE INVESTIMENTO MULT CRÉDITO PRIVADO IE - RESP LIMITADA,Multimercados Invest. no Exterior,Multimercado,
57976525000184,VRB LIQUIDEZ FUNDO DE INVESTIMENTO EM COTAS RENDA FIXA CRÉDITO PRIVADO REFERENCIADO DI,Renda Fixa Indexados,Renda Fixa,
57976572000128,CLASSE I DO MAG INVEST COTAS FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA.,Multimercados Livre,Multimercado,
57976621000122,BTG PACTUAL LONG TERM PREV FIE PREVIDÊNCIA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES,Ações Livre,Ações,Ativo
57980969000193,GENOA CAPITAL SONAR A FIF DA CLASSE DE INVESTIMENTO EM COTAS MULT RESP LIMITADA,Multimercados Livre,Multimercado,
57985995000104,LIMA EVALDT CDI FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57986005000152,GZZ FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
57986215000140,W A M 2 FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,Multimercados Invest. no Exterior,Multimercado,
57992560000197,XPA ESSENCIAL FUNDO DE INVESTIMENTO EM RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,Renda Fixa Invest. no Exterior,Renda Fixa,
57995237000177,BTG PACTUAL REFERENCE 27 IQ PREVIDÊNCIA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,Previdência Multimercado Livre,Multimercado,
57997724000179,COMANDANTE 737 FIF MULTIMERCADO CRÉDITO PRIVADO,Multimercados Invest. no Exterior,Multimercado,
57997804000124,BTG PACTUAL SYNERGY EQUITY HEDGE PREVIDÊNCIA FIE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,Previdência Multimercado Livre,Multimercado,
57998092000168,BTG PACTUAL SYNERGY LONG ONLY PREVIDÊNCIA FIE FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES,Ações Invest. no Exterior,Ações,Internacional
57998318000120,EXA CASH I FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
58002209000174,SPARTA E FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
58002587000158,WE CRÉDITO III CAIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
58002802000110,WE CRÉDITO III FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Invest. no Exterior,Multimercado,
58004503000115,ORIZ FEEDER KINEA FIC RF INVESTIMENTO EM INFRA RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
58005595000158,PÁTRIA CRÉDITO INFRA RENDA FI FINANCEIRO EM COTAS  DE FUNDOS INCENTIVADOS DE INV EM INFRA RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
58005789000153,TUNA II FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,Multimercados Invest. no Exterior,Multimercado,
58013360000108,LIMA PAPA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES,Ações Livre,Ações,Ativo
58013482000102,HORIZONTE FUNDO DE INVESTIMENTO EM COTAS RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO,Renda Fixa Indexados,Renda Fixa,
58013601000119,ATENA MSDPREV FIF CIC MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,Multimercados Livre,Multimercado,
58013738000173,ITAÚ FLEXPREV ADVANCED DISTRIBUIDORES FIFE FIF MULT CRÉD PRIV RESP LIMITADA,Previdência Multimercado Livre,Multimercado,
58013833000177,BLUEOAK I FIA FUNDO DE INVESTIMENTO FINANCEIRO,Ações Livre,Ações,Ativo
58016115000154,DAYCOVAL TÍTULOS PÚBLICOS VII REFERENCIADO DI FIF RF LONGO PRAZO - RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Soberano,Renda Fixa,
58017586000187,GIXXIV FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,Multimercados Invest. no Exterior,Multimercado,
58018929000128,SULAMÉRICA MASTER CEF CRÉDITO ATIVO FIF RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO DE RESP LIMITADA,Renda Fixa Duração Livre Grau de Invest.,Renda Fixa,
58019240000118,ITAÚ PRIVATE VINCI SPS IV FIF MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA,Multimercados Estrat. Específica,Multimercado,
58019419000175,ITAÚ PRIVATE VINCI SPS IV UPFRONT FIF MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,Multimercados Estrat. Específica,Multimercado,
58020336000104,NAUATLE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,Multimercados Livre,Multimercado,
58021813000148,INVESTO LIBERDADE FINANCEIRA CLASSE DE INVESTIMENTO AÇÕES RESPONSABILIDADE LIMITADA,Ações Livre,Ações,Ativo
58034507000146,MAINÁ MASTER FUNDO DE INVESTIMENTO EM AÇÕES,Ações Livre,Ações,Ativo
58034586000195,VC ARMOR AXE FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESP LIMITADA,Multimercados Livre,Multimercado,
58034912000164,ITAÚ PRIVATE ÁQUILA SOLUTIONS GCA FIF CIC EM AÇÕES RESPONSABILIDADE LIMITADA,Ações Livre,Ações,Ativo
58035090000136,PAINE RV FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,Multimercados Invest. no Exterior,Multimercado,
58037689000109,GUANÁ FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Indexados,Renda Fixa,
58037777000100,TUPI FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,Renda Fixa Indexados,Renda Fixa,
58038898000177,YVY CAPITAL FI EM COTAS DE FUNDOS INCENTIVADOS DE  INVESTIMENTO EM INFRA RF RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
58039379000123,VEGA SPECIAL OPPORTUNITIES I FUNDO DE INVESTIMENTO MULTIMERCADO RESPONSABILIDADE LIMITADA,Multimercados Estrat. Específica,Multimercado,
58039498000186,VOSS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,Multimercados Invest. no Exterior,Multimercado,
58039642000184,SILICON 95 FUNDO DE INVESTIMENTO FINANCEIRO,Multimercados Invest. no Exterior,Multimercado,
58052428000168,ITAÚ FLEXPREV FUSION HARPIA FIF CIC MULTIMERCADO RESP LIMITADA,Previdência Multimercado Livre,Multimercado,
58052836000110,PLURAL DEBÊNTURES INCENTIVADAS HEDGE 30 II FIF EM INFRA RENDA FIXA CRÉDITO PRIVADO - RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
58054338000106,RFT DANUBIO DEBENTURES INCENTIVADAS FIF - CI RF INCENT DE INVEST EM INFRA - RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
58060783000189,G5 STARGATE II FIF  - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO.,Multimercados Invest. no Exterior,Multimercado,
58062253000170,QI T2.0 FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO,Multimercados Livre,Multimercado,
58062679000123,SULAMÉRICA INFRA EXCLUSIVO FIF - FDO INCENTIVADO DE INVEST EM INFRAESTRUTURA RF DE RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
58069072000175,BERNESE 2 FIF CLASSE DE INVESTIMENTO RENDA FIXA EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
58070170000122,LIBERO FUNDO DE INVESTIMENTO EM AÇÕES,Ações Invest. no Exterior,Ações,Internacional
58070396000123,ABSOLUTE 95 FUNDO DE INVESTIMENTO MULTIMERCADO,Multimercados Livre,Multimercado,
58072140000155,CLASSE DO MOON FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO,Multimercados Livre,Multimercado,
58075015000107,SCHOELER FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
58075809000162,SANTANDER PB PROVIDENCE AÇÕES - FUNDO DE INVESTIMENTO FINANCEIRO,Ações Invest. no Exterior,Ações,Internacional
58075902000177,SANTANDER PB SANTANNA INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
58075972000125,SANTANDER PB ACTIVE MULTIMERCADO - CIC FIF RESP LIMITADA,Multimercados Invest. no Exterior,Multimercado,
58078914000155,CAIXA PREVINVEST NTN-B 2028 50 FIC DE CLASSE DE FIF RENDA FIXA - RESPONSABILIDADE LIMITADA,Previdência RF Duração Livre Soberano,Ações,Ativo
58079532000146,CAIXA PREVINVEST NTN-B 2030 50 FIC DE CLASSE DE FIF RENDA FIXA - RESPONSABILIDADE LIMITADA,Previdência RF Duração Livre Soberano,Ações,Ativo
58079791000177,CAIXA PREVINVEST NTN-B 2030 30 FIC DE CLASSE DE FIF RENDA FIXA - RESPONSABILIDADE LIMITADA,Previdência RF Duração Livre Soberano,Ações,Ativo
58080114000179,CAIXA PREVINVEST NTN-B 2028 30 FIC DE CLASSE DE FIF RENDA FIXA - RESPONSABILIDADE LIMITADA,Previdência RF Duração Livre Soberano,Ações,Ativo
58080697000138,ARC RV I FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES,Fechados de Ações,Ações,Ativo
58088687000149,ICATU VANGUARDA CREDIT PLUS II FIF RENDA FIXA CRÉDITO PRIVADO - RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
58095438000180,RMN KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
58096097000168,G5 MMBA FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA,Ações Invest. no Exterior,Ações,Internacional
58096765000157,AXIOS NPL CIC CLASSES DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA,Multimercados Livre,Multimercado,
58107448000199,ICATU VANGUARDA QP4 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,Renda Fixa Duração Livre Grau de Invest.,Renda Fixa,
58108737000102,SANTANDER PB MASTER ACTIVE MULTIMERCADO - FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA,Multimercados Livre,Multimercado,
58108799000114,SANTANDER PB IG3R3 INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
58108837000139,SANTANDER PB CEDRO INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
58109362000103,TREASURY II FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,Multimercados Invest. no Exterior,Multimercado,
58110964000172,RODANO FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
58111935000125,ICATU VANGUARDA CAP FIF - CI RENDA FIXA INCENTIVADA DE INVESTIMENTO EM INFRAESTRUTURA RESP LIMITADA,Renda Fixa Duração Livre Crédito Livre,Renda Fixa,
58113332000162,CAIXA EXPERT SULAMÉRICA CRÉDITO ATIVO FIC DE CLASSE DE FIF RF CRÉDITO PRIVADO LP - RESP LIMITADA,Renda Fixa Duração Livre Grau de Invest.,Renda Fixa,
58113604000124,VIRTUS FUNDO DE INVESTIMENTO EM COTAS DE FIF EM AÇÕES - RESP LIMITADA,Ações Indexados,Ações,Índice
